seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	distanceToTES	feature	min_dist	min_region	feature2
Chr2	15644626	15644626	1	*	all_cutsites_peak_13329	.	.	Promoter	2	15644811	15647076	2266	1	AT2G37260	-185	-2450	Promoter	-185	TSS	TSS
Chr2	15647521	15647521	1	*	all_cutsites_peak_13330	.	.	Distal Intergenic	2	15647677	15649471	1795	2	AT2G37270	1950	156	Distal Intergenic	156	TES	TES
Chr2	15649393	15649393	1	*	all_cutsites_peak_13331	.	.	Promoter	2	15647677	15649471	1795	2	AT2G37270	78	-1716	Promoter	78	TSS	TSS
Chr2	15664182	15664182	1	*	all_cutsites_peak_13332	.	.	Promoter	2	15662224	15664599	2376	2	AT2G37300	417	-1958	Promoter	417	TSS	TSS
Chr2	15664880	15664880	1	*	all_cutsites_peak_13333	.	.	3' UTR	2	15664800	15667115	2316	2	AT2G37310	2235	-80	3' UTR	-80	TES	TES
Chr2	15667162	15667162	1	*	all_cutsites_peak_13334	.	.	Promoter	2	15667139	15668851	1713	1	AT2G37320	23	-1689	Promoter	23	TSS	TSS
Chr2	15669974	15669974	1	*	all_cutsites_peak_13335	.	.	Exon (AT2G37330.1/AT2G37330, exon 3 of 3)	2	15669131	15670187	1057	1	AT2G37330	843	-213	Exon	-213	TES	TES
Chr2	15672798	15672798	1	*	all_cutsites_peak_13336	.	.	Promoter	2	15670147	15672700	2554	2	AT2G37340	-98	-2651	Promoter	-98	TSS	TSS
Chr2	15673657	15673657	1	*	all_cutsites_peak_13337	.	.	Exon (AT2G37362.1/AT2G37362, exon 1 of 1)	2	15673410	15675920	2511	2	AT2G37360	2263	-247	Exon	-247	TES	TES
Chr2	15676088	15676088	1	*	all_cutsites_peak_13338	.	.	Promoter	2	15673410	15675920	2511	2	AT2G37360	-168	-2678	Promoter	-168	TSS	TSS
Chr2	15677100	15677100	1	*	all_cutsites_peak_13339	.	.	Distal Intergenic	2	15673410	15675920	2511	2	AT2G37360	-1180	-3690	Distal Intergenic	-1180	TSS	Intergenic
Chr2	15684130	15684130	1	*	all_cutsites_peak_13340	.	.	Intron (AT2G37370.3/AT2G37370, intron 19 of 19)	2	15679107	15684718	5612	1	AT2G37370	5023	-588	Intron	-588	TES	Gene Body
Chr2	15685259	15685259	1	*	all_cutsites_peak_13341	.	.	Distal Intergenic	2	15686650	15688013	1364	1	AT2G37380	-1391	-2754	Distal Intergenic	-1391	TSS	Intergenic
Chr2	15686716	15686716	1	*	all_cutsites_peak_13342	.	.	Promoter	2	15686650	15688013	1364	1	AT2G37380	66	-1297	Promoter	66	TSS	TSS
Chr2	15687924	15687924	1	*	all_cutsites_peak_13343	.	.	3' UTR	2	15686650	15688013	1364	1	AT2G37380	1274	-89	3' UTR	-89	TES	TES
Chr2	15689307	15689307	1	*	all_cutsites_peak_13344	.	.	Distal Intergenic	2	15690271	15690507	237	1	AT2G08870	-964	-1200	Distal Intergenic	-964	TSS	Intergenic
Chr2	15689963	15689963	1	*	all_cutsites_peak_13345	.	.	Promoter	2	15690271	15690507	237	1	AT2G08870	-308	-544	Promoter	-308	TSS	TSS
Chr2	15692784	15692784	1	*	all_cutsites_peak_13346	.	.	Distal Intergenic	2	15694038	15695999	1962	1	AT2G37390	-1254	-3215	Distal Intergenic	-1254	TSS	Intergenic
Chr2	15693582	15693582	1	*	all_cutsites_peak_13347	.	.	Promoter	2	15694038	15695999	1962	1	AT2G37390	-456	-2417	Promoter	-456	TSS	TSS
Chr2	15695692	15695692	1	*	all_cutsites_peak_13348	.	.	3' UTR	2	15694038	15695999	1962	1	AT2G37390	1654	-307	3' UTR	-307	TES	TES
Chr2	15697495	15697495	1	*	all_cutsites_peak_13349	.	.	Promoter	2	15695988	15697457	1470	2	AT2G37400	-38	-1507	Promoter	-38	TSS	TSS
Chr2	15699664	15699664	1	*	all_cutsites_peak_13350	.	.	Promoter	2	15697810	15699354	1545	2	AT2G37410	-310	-1854	Promoter	-310	TSS	TSS
Chr2	15706126	15706126	1	*	all_cutsites_peak_13351	.	.	Promoter	2	15706285	15707224	940	1	AT2G37430	-159	-1098	Promoter	-159	TSS	TSS
Chr2	15707212	15707212	1	*	all_cutsites_peak_13352	.	.	3' UTR	2	15706285	15707224	940	1	AT2G37430	927	-12	3' UTR	-12	TES	TES
Chr2	15709511	15709511	1	*	all_cutsites_peak_13353	.	.	Promoter	2	15709808	15710912	1105	1	AT2G37435	-297	-1401	Promoter	-297	TSS	TSS
Chr2	15711625	15711625	1	*	all_cutsites_peak_13354	.	.	Distal Intergenic	2	15709808	15710912	1105	1	AT2G37435	1817	713	Distal Intergenic	713	TES	Intergenic
Chr2	15712265	15712265	1	*	all_cutsites_peak_13355	.	.	Distal Intergenic	2	15709808	15710912	1105	1	AT2G37435	2457	1353	Distal Intergenic	1353	TES	Intergenic
Chr2	15714090	15714090	1	*	all_cutsites_peak_13356	.	.	Distal Intergenic	2	15718044	15722152	4109	1	AT2G37440	-3954	-8062	Distal Intergenic	-3954	TSS	Intergenic
Chr2	15716429	15716429	1	*	all_cutsites_peak_13357	.	.	Distal Intergenic	2	15718044	15722152	4109	1	AT2G37440	-1615	-5723	Distal Intergenic	-1615	TSS	Intergenic
Chr2	15717928	15717928	1	*	all_cutsites_peak_13358	.	.	Promoter	2	15718044	15722152	4109	1	AT2G37440	-116	-4224	Promoter	-116	TSS	TSS
Chr2	15719780	15719780	1	*	all_cutsites_peak_13359	.	.	5' UTR	2	15718044	15722152	4109	1	AT2G37440	1736	-2372	5' UTR	1736	TSS	Gene Body
Chr2	15721845	15721845	1	*	all_cutsites_peak_13360	.	.	Exon (AT2G37440.1/AT2G37440, exon 11 of 11)	2	15718044	15722152	4109	1	AT2G37440	3801	-307	Exon	-307	TES	TES
Chr2	15725673	15725673	1	*	all_cutsites_peak_13361	.	.	Distal Intergenic	2	15722480	15725062	2583	2	AT2G37450	-611	-3193	Distal Intergenic	-611	TSS	Intergenic
Chr2	15728386	15728386	1	*	all_cutsites_peak_13362	.	.	Intron (AT2G37460.1/AT2G37460, intron 1 of 5)	2	15726338	15729170	2833	2	AT2G37460	784	-2048	Intron	784	TSS	Gene Body
Chr2	15730257	15730257	1	*	all_cutsites_peak_13363	.	.	Distal Intergenic	2	15726338	15729170	2833	2	AT2G37460	-1087	-3919	Distal Intergenic	-1087	TSS	Intergenic
Chr2	15732833	15732833	1	*	all_cutsites_peak_13364	.	.	Promoter	2	15732608	15732998	391	1	AT2G08875	225	-165	Promoter	-165	TES	TES
Chr2	15733934	15733934	1	*	all_cutsites_peak_13365	.	.	Distal Intergenic	2	15734908	15735118	211	1	AT2G08880	-974	-1184	Distal Intergenic	-974	TSS	Intergenic
Chr2	15736636	15736636	1	*	all_cutsites_peak_13366	.	.	Promoter	2	15736727	15737728	1002	1	AT2G37470	-91	-1092	Promoter	-91	TSS	TSS
Chr2	15737682	15737682	1	*	all_cutsites_peak_13367	.	.	3' UTR	2	15736727	15737728	1002	1	AT2G37470	955	-46	3' UTR	-46	TES	TES
Chr2	15742880	15742880	1	*	all_cutsites_peak_13368	.	.	Promoter	2	15739783	15742838	3056	2	AT2G37500	-42	-3097	Promoter	-42	TSS	TSS
Chr2	15744592	15744592	1	*	all_cutsites_peak_13369	.	.	Promoter	2	15742980	15744606	1627	2	AT2G37510	14	-1612	Promoter	14	TSS	TSS
Chr2	15750645	15750645	1	*	all_cutsites_peak_13370	.	.	Promoter	2	15750915	15751672	758	1	AT2G37530	-270	-1027	Promoter	-270	TSS	TSS
Chr2	15757747	15757747	1	*	all_cutsites_peak_13371	.	.	Exon (AT2G37555.1/AT2G37555, exon 1 of 2)	2	15756722	15758279	1558	1	AT2G37555	1025	-532	Exon	-532	TES	Gene Body
Chr2	15763446	15763446	1	*	all_cutsites_peak_13372	.	.	Promoter	2	15761295	15763451	2157	2	AT2G37570	5	-2151	Promoter	5	TSS	TSS
Chr2	15764281	15764281	1	*	all_cutsites_peak_13373	.	.	Promoter	2	15764515	15765658	1144	1	AT2G37580	-234	-1377	Promoter	-234	TSS	TSS
Chr2	15765698	15765698	1	*	all_cutsites_peak_13374	.	.	Promoter	2	15765698	15767878	2181	1	AT2G37585	0	-2180	Promoter	0	TSS	TSS
Chr2	15768199	15768199	1	*	all_cutsites_peak_13375	.	.	Distal Intergenic	2	15769086	15770805	1720	1	AT2G37590	-887	-2606	Distal Intergenic	-887	TSS	Intergenic
Chr2	15771768	15771768	1	*	all_cutsites_peak_13376	.	.	Distal Intergenic	2	15769086	15770805	1720	1	AT2G37590	2682	963	Distal Intergenic	963	TES	Intergenic
Chr2	15772843	15772843	1	*	all_cutsites_peak_13377	.	.	Distal Intergenic	2	15774030	15775374	1345	2	AT2G37600	2531	1187	Distal Intergenic	1187	TES	Intergenic
Chr2	15773422	15773422	1	*	all_cutsites_peak_13378	.	.	Distal Intergenic	2	15774030	15775374	1345	2	AT2G37600	1952	608	Distal Intergenic	608	TES	Intergenic
Chr2	15774190	15774190	1	*	all_cutsites_peak_13379	.	.	3' UTR	2	15774030	15775374	1345	2	AT2G37600	1184	-160	3' UTR	-160	TES	TES
Chr2	15775436	15775436	1	*	all_cutsites_peak_13380	.	.	Promoter	2	15774030	15775374	1345	2	AT2G37600	-62	-1406	Promoter	-62	TSS	TSS
Chr2	15777573	15777573	1	*	all_cutsites_peak_13381	.	.	Promoter	2	15776849	15777673	825	2	AT2G37610	100	-724	Promoter	100	TSS	TSS
Chr2	15778835	15778835	1	*	all_cutsites_peak_13382	.	.	Promoter	2	15778941	15781561	2621	1	AT2G37620	-106	-2726	Promoter	-106	TSS	TSS
Chr2	15783526	15783526	1	*	all_cutsites_peak_13383	.	.	Promoter	2	15781232	15783480	2249	2	AT2G37630	-46	-2294	Promoter	-46	TSS	TSS
Chr2	15784484	15784484	1	*	all_cutsites_peak_13384	.	.	Distal Intergenic	2	15781232	15783480	2249	2	AT2G37630	-1004	-3252	Distal Intergenic	-1004	TSS	Intergenic
Chr2	15785297	15785297	1	*	all_cutsites_peak_13385	.	.	Distal Intergenic	2	15781232	15783480	2249	2	AT2G37630	-1817	-4065	Distal Intergenic	-1817	TSS	Intergenic
Chr2	15785856	15785856	1	*	all_cutsites_peak_13386	.	.	Distal Intergenic	2	15781232	15783480	2249	2	AT2G37630	-2376	-4624	Distal Intergenic	-2376	TSS	Intergenic
Chr2	15787745	15787745	1	*	all_cutsites_peak_13387	.	.	3' UTR	2	15787523	15790139	2617	2	AT2G37640	2394	-222	3' UTR	-222	TES	TES
Chr2	15788569	15788569	1	*	all_cutsites_peak_13388	.	.	Intron (AT2G37640.1/AT2G37640, intron 2 of 2)	2	15787523	15790139	2617	2	AT2G37640	1570	-1046	Intron	-1046	TES	Gene Body
Chr2	15789892	15789892	1	*	all_cutsites_peak_13389	.	.	Promoter	2	15787523	15790139	2617	2	AT2G37640	247	-2369	Promoter	247	TSS	TSS
Chr2	15790636	15790636	1	*	all_cutsites_peak_13390	.	.	Promoter	2	15787523	15790139	2617	2	AT2G37640	-497	-3113	Promoter	-497	TSS	TSS
Chr2	15792393	15792393	1	*	all_cutsites_peak_13391	.	.	Promoter	2	15792545	15795235	2691	1	AT2G37650	-152	-2842	Promoter	-152	TSS	TSS
Chr2	15797121	15797121	1	*	all_cutsites_peak_13392	.	.	Promoter	2	15795213	15797059	1847	2	AT2G37660	-62	-1908	Promoter	-62	TSS	TSS
Chr2	15802870	15802870	1	*	all_cutsites_peak_13393	.	.	Promoter	2	15801418	15802793	1376	2	AT2G37678	-77	-1452	Promoter	-77	TSS	TSS
Chr2	15805625	15805625	1	*	all_cutsites_peak_13394	.	.	Promoter	2	15803243	15805673	2431	2	AT2G37680	48	-2382	Promoter	48	TSS	TSS
Chr2	15810685	15810685	1	*	all_cutsites_peak_13395	.	.	Exon (AT2G37700.3/AT2G37700, exon 9 of 9)	2	15810520	15814218	3699	2	AT2G37700	3533	-165	Exon	-165	TES	TES
Chr2	15814419	15814419	1	*	all_cutsites_peak_13396	.	.	Promoter	2	15810520	15814218	3699	2	AT2G37700	-201	-3899	Promoter	-201	TSS	TSS
Chr2	15817088	15817088	1	*	all_cutsites_peak_13397	.	.	Promoter	2	15814531	15817088	2558	2	AT2G37710	0	-2557	Promoter	0	TSS	TSS
Chr2	15818141	15818141	1	*	all_cutsites_peak_13398	.	.	Promoter	2	15818082	15821311	3230	1	AT2G37720	59	-3170	Promoter	59	TSS	TSS
Chr2	15824923	15824923	1	*	all_cutsites_peak_13399	.	.	Promoter	2	15822098	15824538	2441	2	AT2G37730	-385	-2825	Promoter	-385	TSS	TSS
Chr2	15829792	15829792	1	*	all_cutsites_peak_13400	.	.	Distal Intergenic	2	15827416	15828784	1369	2	AT2G37740	-1008	-2376	Distal Intergenic	-1008	TSS	Intergenic
Chr2	15831271	15831271	1	*	all_cutsites_peak_13401	.	.	Promoter	2	15830870	15831592	723	1	AT2G37750	401	-321	Promoter	-321	TES	TES
Chr2	15838721	15838721	1	*	all_cutsites_peak_13402	.	.	Promoter	2	15838692	15840945	2254	1	AT2G37790	29	-2224	Promoter	29	TSS	TSS
Chr2	15846971	15846971	1	*	all_cutsites_peak_13403	.	.	Promoter	2	15847450	15848659	1210	1	AT2G37820	-479	-1688	Promoter	-479	TSS	TSS
Chr2	15849819	15849819	1	*	all_cutsites_peak_13404	.	.	Promoter	2	15849360	15849740	381	2	AT2G37830	-79	-459	Promoter	-79	TSS	TSS
Chr2	15851188	15851188	1	*	all_cutsites_peak_13405	.	.	Distal Intergenic	2	15851726	15856334	4609	1	AT2G37840	-538	-5146	Distal Intergenic	-538	TSS	Intergenic
Chr2	15851767	15851767	1	*	all_cutsites_peak_13406	.	.	Promoter	2	15851726	15856334	4609	1	AT2G37840	41	-4567	Promoter	41	TSS	TSS
Chr2	15856582	15856582	1	*	all_cutsites_peak_13407	.	.	Promoter	2	15856528	15858986	2459	1	AT2G37860	54	-2404	Promoter	54	TSS	TSS
Chr2	15859117	15859117	1	*	all_cutsites_peak_13408	.	.	Promoter	2	15859204	15859942	739	1	AT2G37870	-87	-825	Promoter	-87	TSS	TSS
Chr2	15864034	15864034	1	*	all_cutsites_peak_13409	.	.	Promoter	2	15861688	15864128	2441	2	AT2G37890	94	-2346	Promoter	94	TSS	TSS
Chr2	15867591	15867591	1	*	all_cutsites_peak_13410	.	.	Promoter	2	15867639	15867841	203	1	AT2G08890	-48	-250	Promoter	-48	TSS	TSS
Chr2	15868413	15868413	1	*	all_cutsites_peak_13411	.	.	Promoter	2	15868399	15869097	699	1	AT2G37910	14	-684	Promoter	14	TSS	TSS
Chr2	15870719	15870719	1	*	all_cutsites_peak_13412	.	.	Promoter	2	15870077	15870754	678	2	AT2G37925	35	-642	Promoter	35	TSS	TSS
Chr2	15871944	15871944	1	*	all_cutsites_peak_13413	.	.	Promoter	2	15872347	15874972	2626	1	AT2G37930	-403	-3028	Promoter	-403	TSS	TSS
Chr2	15875054	15875054	1	*	all_cutsites_peak_13414	.	.	Downstream (<=300bp)	2	15876717	15880103	3387	1	AT2G37940	-1663	-5049	Downstream (<=300bp)	-1663	TSS	Intergenic
Chr2	15879580	15879580	1	*	all_cutsites_peak_13415	.	.	3' UTR	2	15876717	15880103	3387	1	AT2G37940	2863	-523	3' UTR	-523	TES	Gene Body
Chr2	15882315	15882315	1	*	all_cutsites_peak_13416	.	.	3' UTR	2	15882295	15884013	1719	2	AT2G37950	1698	-20	3' UTR	-20	TES	TES
Chr2	15884184	15884184	1	*	all_cutsites_peak_13417	.	.	Promoter	2	15882295	15884013	1719	2	AT2G37950	-171	-1889	Promoter	-171	TSS	TSS
Chr2	15889598	15889598	1	*	all_cutsites_peak_13418	.	.	Promoter	2	15886548	15889258	2711	2	AT2G37960	-340	-3050	Promoter	-340	TSS	TSS
Chr2	15890705	15890705	1	*	all_cutsites_peak_13419	.	.	Exon (AT2G08915.1/AT2G08915, exon 2 of 2)	2	15890620	15891540	921	2	AT2G08915	835	-85	Exon	-85	TES	TES
Chr2	15893699	15893699	1	*	all_cutsites_peak_13420	.	.	Promoter	2	15891735	15893639	1905	2	AT2G37975	-60	-1964	Promoter	-60	TSS	TSS
Chr2	15896412	15896412	1	*	all_cutsites_peak_13421	.	.	Intron (AT2G37980.1/AT2G37980, intron 1 of 7)	2	15893800	15897805	4006	2	AT2G37980	1393	-2612	Intron	1393	TSS	Gene Body
Chr2	15898555	15898555	1	*	all_cutsites_peak_13422	.	.	Distal Intergenic	2	15893800	15897805	4006	2	AT2G37980	-750	-4755	Distal Intergenic	-750	TSS	Intergenic
Chr2	15903324	15903324	1	*	all_cutsites_peak_13423	.	.	Exon (AT2G38000.1/AT2G38000, exon 7 of 7)	2	15903125	15905391	2267	2	AT2G38000	2067	-199	Exon	-199	TES	TES
Chr2	15905520	15905520	1	*	all_cutsites_peak_13424	.	.	Promoter	2	15903125	15905391	2267	2	AT2G38000	-129	-2395	Promoter	-129	TSS	TSS
Chr2	15906620	15906620	1	*	all_cutsites_peak_13425	.	.	Promoter	2	15906555	15909931	3377	1	AT2G38010	65	-3311	Promoter	65	TSS	TSS
Chr2	15915182	15915182	1	*	all_cutsites_peak_13426	.	.	3' UTR	2	15914958	15916807	1850	2	AT2G38025	1625	-224	3' UTR	-224	TES	TES
Chr2	15916955	15916955	1	*	all_cutsites_peak_13427	.	.	Promoter	2	15917032	15921170	4139	1	AT2G38040	-77	-4215	Promoter	-77	TSS	TSS
Chr2	15921503	15921503	1	*	all_cutsites_peak_13428	.	.	Exon (AT2G38050.1/AT2G38050, exon 2 of 2)	2	15921136	15922321	1186	2	AT2G38050	818	-367	Exon	-367	TES	TES
Chr2	15925229	15925229	1	*	all_cutsites_peak_13429	.	.	Exon (AT2G38060.1/AT2G38060, exon 1 of 8)	2	15922518	15925895	3378	2	AT2G38060	666	-2711	Exon	666	TSS	Gene Body
Chr2	15925869	15925869	1	*	all_cutsites_peak_13430	.	.	Promoter	2	15922518	15925895	3378	2	AT2G38060	26	-3351	Promoter	26	TSS	TSS
Chr2	15927040	15927040	1	*	all_cutsites_peak_13431	.	.	Promoter	2	15926909	15927142	234	1	AT2G08920	131	-102	Promoter	-102	TES	TES
Chr2	15928506	15928506	1	*	all_cutsites_peak_13432	.	.	Promoter	2	15928591	15930817	2227	1	AT2G38070	-85	-2311	Promoter	-85	TSS	TSS
Chr2	15931247	15931247	1	*	all_cutsites_peak_13433	.	.	Distal Intergenic	2	15931885	15932102	218	2	AT2G08925	855	638	Distal Intergenic	638	TES	Intergenic
Chr2	15931990	15931990	1	*	all_cutsites_peak_13434	.	.	Promoter	2	15931885	15932102	218	2	AT2G08925	112	-105	Promoter	-105	TES	TES
Chr2	15935422	15935422	1	*	all_cutsites_peak_13435	.	.	Exon (AT2G38080.1/AT2G38080, exon 3 of 6)	2	15934244	15937616	3373	1	AT2G38080	1178	-2194	Exon	1178	TSS	Gene Body
Chr2	15935989	15935989	1	*	all_cutsites_peak_13436	.	.	Exon (AT2G38080.1/AT2G38080, exon 4 of 6)	2	15934244	15937616	3373	1	AT2G38080	1745	-1627	Exon	-1627	TES	Gene Body
Chr2	15937402	15937402	1	*	all_cutsites_peak_13437	.	.	3' UTR	2	15934244	15937616	3373	1	AT2G38080	3158	-214	3' UTR	-214	TES	TES
Chr2	15938216	15938216	1	*	all_cutsites_peak_13438	.	.	Distal Intergenic	2	15934244	15937616	3373	1	AT2G38080	3972	600	Distal Intergenic	600	TES	Intergenic
Chr2	15940276	15940276	1	*	all_cutsites_peak_13439	.	.	Distal Intergenic	2	15944583	15947096	2514	1	AT2G38090	-4307	-6820	Distal Intergenic	-4307	TSS	Intergenic
Chr2	15941480	15941480	1	*	all_cutsites_peak_13440	.	.	Distal Intergenic	2	15944583	15947096	2514	1	AT2G38090	-3103	-5616	Distal Intergenic	-3103	TSS	Intergenic
Chr2	15943831	15943831	1	*	all_cutsites_peak_13441	.	.	Distal Intergenic	2	15944583	15947096	2514	1	AT2G38090	-752	-3265	Distal Intergenic	-752	TSS	Intergenic
Chr2	15945919	15945919	1	*	all_cutsites_peak_13442	.	.	Intron (AT2G38090.1/AT2G38090, intron 1 of 1)	2	15944583	15947096	2514	1	AT2G38090	1336	-1177	Intron	-1177	TES	Gene Body
Chr2	15947502	15947502	1	*	all_cutsites_peak_13443	.	.	Distal Intergenic	2	15944583	15947096	2514	1	AT2G38090	2919	406	Distal Intergenic	406	TES	TES
Chr2	15951163	15951163	1	*	all_cutsites_peak_13444	.	.	Promoter	2	15948418	15950994	2577	2	AT2G38100	-169	-2745	Promoter	-169	TSS	TSS
Chr2	15951767	15951767	1	*	all_cutsites_peak_13445	.	.	Distal Intergenic	2	15948418	15950994	2577	2	AT2G38100	-773	-3349	Distal Intergenic	-773	TSS	Intergenic
Chr2	15955719	15955719	1	*	all_cutsites_peak_13446	.	.	Promoter	2	15952496	15955752	3257	2	AT2G38110	33	-3223	Promoter	33	TSS	TSS
Chr2	15959889	15959889	1	*	all_cutsites_peak_13447	.	.	Distal Intergenic	2	15952496	15955752	3257	2	AT2G38110	-4137	-7393	Distal Intergenic	-4137	TSS	Intergenic
Chr2	15960599	15960599	1	*	all_cutsites_peak_13448	.	.	Distal Intergenic	2	15952496	15955752	3257	2	AT2G38110	-4847	-8103	Distal Intergenic	-4847	TSS	Intergenic
Chr2	15961440	15961440	1	*	all_cutsites_peak_13449	.	.	Distal Intergenic	2	15952496	15955752	3257	2	AT2G38110	-5688	-8944	Distal Intergenic	-5688	TSS	Intergenic
Chr2	15962110	15962110	1	*	all_cutsites_peak_13450	.	.	Distal Intergenic	2	15967183	15967576	394	1	AT2G08930	-5073	-5466	Distal Intergenic	-5073	TSS	Intergenic
Chr2	15962803	15962803	1	*	all_cutsites_peak_13451	.	.	Distal Intergenic	2	15967183	15967576	394	1	AT2G08930	-4380	-4773	Distal Intergenic	-4380	TSS	Intergenic
Chr2	15967341	15967341	1	*	all_cutsites_peak_13452	.	.	Promoter	2	15967183	15967576	394	1	AT2G08930	158	-235	Promoter	158	TSS	TSS
Chr2	15969051	15969051	1	*	all_cutsites_peak_13453	.	.	Distal Intergenic	2	15967183	15967576	394	1	AT2G08930	1868	1475	Distal Intergenic	1475	TES	Intergenic
Chr2	15969738	15969738	1	*	all_cutsites_peak_13454	.	.	Distal Intergenic	2	15967183	15967576	394	1	AT2G08930	2555	2162	Distal Intergenic	2162	TES	Intergenic
Chr2	15971180	15971180	1	*	all_cutsites_peak_13455	.	.	Distal Intergenic	2	15972876	15977180	4305	1	AT2G38120	-1696	-6000	Distal Intergenic	-1696	TSS	Intergenic
Chr2	15972240	15972240	1	*	all_cutsites_peak_13456	.	.	Distal Intergenic	2	15972876	15977180	4305	1	AT2G38120	-636	-4940	Distal Intergenic	-636	TSS	Intergenic
Chr2	15972923	15972923	1	*	all_cutsites_peak_13457	.	.	Promoter	2	15972876	15977180	4305	1	AT2G38120	47	-4257	Promoter	47	TSS	TSS
Chr2	15974993	15974993	1	*	all_cutsites_peak_13458	.	.	Intron (AT2G38120.1/AT2G38120, intron 6 of 8)	2	15972876	15977180	4305	1	AT2G38120	2117	-2187	Intron	2117	TSS	Gene Body
Chr2	15976316	15976316	1	*	all_cutsites_peak_13459	.	.	3' UTR	2	15972876	15977180	4305	1	AT2G38120	3440	-864	3' UTR	-864	TES	Gene Body
Chr2	15980827	15980827	1	*	all_cutsites_peak_13460	.	.	Promoter	2	15980848	15981612	765	1	AT2G38140	-21	-785	Promoter	-21	TSS	TSS
Chr2	15985710	15985710	1	*	all_cutsites_peak_13461	.	.	Promoter	2	15984061	15985278	1218	2	AT2G38152	-432	-1649	Promoter	-432	TSS	TSS
Chr2	15986205	15986205	1	*	all_cutsites_peak_13462	.	.	Distal Intergenic	2	15984061	15985278	1218	2	AT2G38152	-927	-2144	Distal Intergenic	-927	TSS	Intergenic
Chr2	15988826	15988826	1	*	all_cutsites_peak_13463	.	.	Promoter	2	15986390	15988775	2386	2	AT2G38160	-51	-2436	Promoter	-51	TSS	TSS
Chr2	15992072	15992072	1	*	all_cutsites_peak_13464	.	.	Intron (AT2G38170.2/AT2G38170, intron 2 of 8)	2	15989083	15993326	4244	2	AT2G38170	1254	-2989	Intron	1254	TSS	Gene Body
Chr2	15993353	15993353	1	*	all_cutsites_peak_13465	.	.	Promoter	2	15989083	15993326	4244	2	AT2G38170	-27	-4270	Promoter	-27	TSS	TSS
Chr2	15994500	15994500	1	*	all_cutsites_peak_13466	.	.	Promoter	2	15994271	15994517	247	1	AT2G08940	229	-17	Promoter	-17	TES	TES
Chr2	15995855	15995855	1	*	all_cutsites_peak_13467	.	.	Distal Intergenic	2	15996934	15999039	2106	1	AT2G38180	-1079	-3184	Distal Intergenic	-1079	TSS	Intergenic
Chr2	15996790	15996790	1	*	all_cutsites_peak_13468	.	.	Promoter	2	15996934	15999039	2106	1	AT2G38180	-144	-2249	Promoter	-144	TSS	TSS
Chr2	15999113	15999113	1	*	all_cutsites_peak_13469	.	.	Downstream (<=300bp)	2	15999926	16003169	3244	1	AT2G38185	-813	-4056	Downstream (<=300bp)	-813	TSS	Intergenic
Chr2	15999829	15999829	1	*	all_cutsites_peak_13470	.	.	Promoter	2	15999926	16003169	3244	1	AT2G38185	-97	-3340	Promoter	-97	TSS	TSS
Chr2	16007499	16007499	1	*	all_cutsites_peak_13471	.	.	3' UTR	2	16006749	16007722	974	1	AT2G38210	750	-223	3' UTR	-223	TES	TES
Chr2	16013919	16013919	1	*	all_cutsites_peak_13472	.	.	Intron (AT2G38240.1/AT2G38240, intron 1 of 2)	2	16012535	16014991	2457	2	AT2G38240	1072	-1384	Intron	1072	TSS	Gene Body
Chr2	16015033	16015033	1	*	all_cutsites_peak_13473	.	.	Promoter	2	16012535	16014991	2457	2	AT2G38240	-42	-2498	Promoter	-42	TSS	TSS
Chr2	16016991	16016991	1	*	all_cutsites_peak_13474	.	.	Distal Intergenic	2	16018210	16020156	1947	1	AT2G38250	-1219	-3165	Distal Intergenic	-1219	TSS	Intergenic
Chr2	16018088	16018088	1	*	all_cutsites_peak_13475	.	.	Promoter	2	16018210	16020156	1947	1	AT2G38250	-122	-2068	Promoter	-122	TSS	TSS
Chr2	16024043	16024043	1	*	all_cutsites_peak_13476	.	.	Exon (AT2G38255.1/AT2G38255, exon 4 of 6)	2	16022334	16024854	2521	2	AT2G38255	811	-1709	Exon	811	TSS	Gene Body
Chr2	16025572	16025572	1	*	all_cutsites_peak_13477	.	.	Exon (AT2G38260.1/AT2G38260, exon 10 of 10)	2	16025201	16029565	4365	2	AT2G38260	3993	-371	Exon	-371	TES	TES
Chr2	16028786	16028786	1	*	all_cutsites_peak_13478	.	.	Exon (AT2G38260.1/AT2G38260, exon 1 of 10)	2	16025201	16029565	4365	2	AT2G38260	779	-3585	Exon	779	TSS	Gene Body
Chr2	16033163	16033163	1	*	all_cutsites_peak_13479	.	.	Promoter	2	16031185	16033169	1985	2	AT2G38270	6	-1978	Promoter	6	TSS	TSS
Chr2	16039041	16039041	1	*	all_cutsites_peak_13480	.	.	Promoter	2	16033292	16038972	5681	2	AT2G38280	-69	-5749	Promoter	-69	TSS	TSS
Chr2	16041087	16041087	1	*	all_cutsites_peak_13481	.	.	Intron (AT2G38290.1/AT2G38290, intron 2 of 4)	2	16039430	16042521	3092	2	AT2G38290	1434	-1657	Intron	1434	TSS	Gene Body
Chr2	16042457	16042457	1	*	all_cutsites_peak_13482	.	.	Promoter	2	16039430	16042521	3092	2	AT2G38290	64	-3027	Promoter	64	TSS	TSS
Chr2	16043162	16043162	1	*	all_cutsites_peak_13483	.	.	Distal Intergenic	2	16039430	16042521	3092	2	AT2G38290	-641	-3732	Distal Intergenic	-641	TSS	Intergenic
